route_name,dir_id,day_type_id,day_type_name,time_period_name,stop_name,average_ons,average_offs,average_flow,ObjectId
Orange Line,SB,day_type_02,Saturday,OFF_PEAK,Sullivan Square,2876,505,12925,682
Orange Line,SB,day_type_01,Weekday,EVENING,Green Street,2,525,1254,683
Orange Line,SB,day_type_02,Saturday,OFF_PEAK,Tufts Medical Center,756,2056,13507,684
Orange Line,SB,day_type_01,Weekday,EVENING,Haymarket,279,99,2045,685
Orange Line,SB,day_type_02,Saturday,OFF_PEAK,Wellington,2180,164,7958,686
Orange Line,SB,day_type_01,Weekday,EVENING,Jackson Square,65,598,2285,687
Orange Line,NB,day_type_01,Weekday,LATE_EVENING,Roxbury Crossing,64,15,293,688
Orange Line,SB,day_type_01,Weekday,EVENING,Malden Center,327,14,524,689
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Braintree,362,0,362,690
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Assembly,2572,528,7677,691
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Broadway,497,249,6186,692
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Back Bay,1506,2909,8434,693
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Central,479,1029,3584,694
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Chinatown,1155,999,10652,695
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Charles/MGH,478,796,5495,696
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Community College,698,268,9835,697
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Davis,43,617,687,698
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Downtown Crossing,2999,3590,10497,699
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Downtown Crossing,1490,2303,5875,700
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Forest Hills,0,3068,0,701
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Fields Corner,593,139,1983,702
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Green Street,34,1096,3068,703
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Harvard,287,2063,1789,704
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Haymarket,1336,930,10189,705
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,JFK/UMass,951,584,5159,706
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Jackson Square,244,1577,5406,707
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Malden Center,2833,50,4233,708
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Kendall/MIT,400,1856,4097,709
Orange Line,NB,day_type_01,Weekday,LATE_EVENING,Ruggles,62,17,362,710
Orange Line,SB,day_type_01,Weekday,EVENING,Massachusetts Avenue,345,354,3191,711
Orange Line,NB,day_type_01,Weekday,LATE_EVENING,State,156,409,1003,712
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Massachusetts Avenue,820,1041,8212,713
Orange Line,SB,day_type_01,Weekday,EVENING,North Station,568,519,1877,714
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,North Quincy,534,122,2447,715
Orange Line,NB,day_type_01,Weekday,LATE_EVENING,Stony Brook,27,10,194,716
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,North Station,2016,2067,9783,717
Orange Line,SB,day_type_01,Weekday,EVENING,Oak Grove,203,0,203,718
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Park Street,1703,1977,5599,719
Orange Line,NB,day_type_01,Weekday,LATE_EVENING,Sullivan Square,46,416,1267,720
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Oak Grove,1458,0,1458,721
Orange Line,SB,day_type_01,Weekday,EVENING,Roxbury Crossing,151,392,2779,722
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Porter,62,589,1259,723
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Roxbury Crossing,334,1084,6740,724
Orange Line,SB,day_type_01,Weekday,EVENING,Ruggles,151,317,3005,725
Orange Line,NB,day_type_01,Weekday,LATE_EVENING,Tufts Medical Center,156,30,928,726
Orange Line,SB,day_type_01,Weekday,EVENING,State,641,380,2325,727
Orange Line,NB,day_type_01,Weekday,LATE_EVENING,Wellington,16,298,870,728
Orange Line,SB,day_type_01,Weekday,EVENING,Stony Brook,27,618,1757,729
Orange Line,NB,day_type_01,Weekday,NIGHT,Assembly,8,30,265,730
Orange Line,SB,day_type_01,Weekday,EVENING,Sullivan Square,356,77,1562,731
Orange Line,NB,day_type_01,Weekday,NIGHT,Back Bay,60,7,152,732
Orange Line,SB,day_type_01,Weekday,EVENING,Tufts Medical Center,219,266,3014,733
Orange Line,NB,day_type_01,Weekday,NIGHT,Chinatown,21,5,199,734
Orange Line,SB,day_type_01,Weekday,EVENING,Wellington,245,17,767,735
Orange Line,NB,day_type_01,Weekday,NIGHT,Community College,6,17,286,736
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Assembly,124,7,306,737
Orange Line,NB,day_type_01,Weekday,NIGHT,Downtown Crossing,89,49,278,738
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Back Bay,187,169,1228,739
Orange Line,NB,day_type_01,Weekday,NIGHT,Forest Hills,32,0,32,740
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Chinatown,139,41,1197,741
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Quincy Adams,296,6,710,742
Orange Line,NB,day_type_01,Weekday,NIGHT,Green Street,6,4,41,743
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,Ruggles,235,957,7490,744
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Community College,55,10,448,745
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Quincy Center,853,37,1558,746
Orange Line,NB,day_type_01,Weekday,NIGHT,Haymarket,28,18,242,747
Orange Line,SB,day_type_03,Sunday,OFF_PEAK,State,2622,1722,11088,748
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Downtown Crossing,338,202,1100,749
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Savin Hill,297,48,2243,750
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Shawmut,308,18,1499,751
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,South Station,1535,1245,6650,752
Red Line,NB,day_type_01,Weekday,MIDDAY_BASE,Wollaston,509,84,2030,753
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Alewife,0,750,0,754
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Andrew,519,150,3432,755
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Ashmont,750,0,750,756
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Braintree,176,0,176,757
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Broadway,401,168,3628,758
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Central,462,763,3237,759
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Charles/MGH,472,393,3672,760
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Davis,23,676,777,761
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Forest Hills,0,492,0,762
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Green Street,1,171,490,763
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Haymarket,96,26,893,764
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Jackson Square,17,263,851,765
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Malden Center,83,5,119,766
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Massachusetts Avenue,140,112,1293,767
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,North Station,394,61,782,768
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Oak Grove,35,0,35,769
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Roxbury Crossing,46,150,1096,770
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Ruggles,40,148,1200,771
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,State,232,195,960,772
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Stony Brook,8,215,648,773
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Sullivan Square,115,22,400,774
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Tufts Medical Center,87,83,1205,775
Orange Line,SB,day_type_01,Weekday,LATE_EVENING,Wellington,60,6,177,776
Orange Line,SB,day_type_01,Weekday,NIGHT,Assembly,18,2,57,777
Orange Line,SB,day_type_01,Weekday,NIGHT,Back Bay,35,29,257,778
Orange Line,SB,day_type_01,Weekday,NIGHT,Chinatown,30,7,245,779
Orange Line,SB,day_type_01,Weekday,NIGHT,Community College,10,3,83,780
Orange Line,SB,day_type_01,Weekday,NIGHT,Downtown Crossing,91,37,220,781
Orange Line,SB,day_type_01,Weekday,NIGHT,Forest Hills,0,143,0,782
Orange Line,NB,day_type_01,Weekday,NIGHT,Jackson Square,14,5,59,783
Orange Line,NB,day_type_01,Weekday,NIGHT,Malden Center,1,157,108,784
Orange Line,NB,day_type_01,Weekday,NIGHT,Massachusetts Avenue,28,7,99,785
Orange Line,NB,day_type_01,Weekday,NIGHT,North Station,71,25,294,786
Orange Line,NB,day_type_01,Weekday,NIGHT,Oak Grove,0,110,0,787
Orange Line,NB,day_type_01,Weekday,NIGHT,Roxbury Crossing,13,5,71,788
Orange Line,NB,day_type_01,Weekday,NIGHT,Ruggles,10,4,77,789
Orange Line,NB,day_type_01,Weekday,NIGHT,State,45,98,233,790
Orange Line,NB,day_type_01,Weekday,NIGHT,Stony Brook,5,3,44,791
Orange Line,NB,day_type_01,Weekday,NIGHT,Sullivan Square,11,94,279,792
Orange Line,NB,day_type_01,Weekday,NIGHT,Tufts Medical Center,24,6,172,793
Orange Line,NB,day_type_01,Weekday,NIGHT,Wellington,4,56,221,794
Orange Line,NB,day_type_02,Saturday,OFF_PEAK,Assembly,772,3071,8297,795
Orange Line,NB,day_type_02,Saturday,OFF_PEAK,Back Bay,3781,2161,13763,796
Orange Line,NB,day_type_02,Saturday,OFF_PEAK,Chinatown,1907,1214,15376,797
Orange Line,NB,day_type_02,Saturday,OFF_PEAK,Community College,333,1057,12646,798
Orange Line,NB,day_type_02,Saturday,OFF_PEAK,Downtown Crossing,4223,4383,15211,799
Orange Line,NB,day_type_02,Saturday,OFF_PEAK,Forest Hills,4516,0,4516,800
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Alewife,71,0,71,801
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Andrew,72,165,1394,802
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Ashmont,0,249,0,803
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Braintree,0,98,0,804
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Broadway,68,114,1455,805
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Central,236,86,868,806
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Charles/MGH,155,64,1148,807
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Davis,136,7,206,808
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Downtown Crossing,406,303,1540,809
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Fields Corner,11,280,361,810
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Harvard,428,42,703,811
Red Line,SB,day_type_01,Weekday,LATE_EVENING,JFK/UMass,96,244,1313,812
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Kendall/MIT,216,59,1055,813
Red Line,SB,day_type_01,Weekday,LATE_EVENING,North Quincy,15,141,460,814
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Park Street,639,418,1412,815
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Porter,102,9,303,816
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Quincy Adams,1,103,98,817
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Quincy Center,5,154,201,818
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Savin Hill,4,104,660,819
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Shawmut,1,124,246,820
Red Line,SB,day_type_01,Weekday,LATE_EVENING,South Station,279,338,1474,821
Red Line,SB,day_type_01,Weekday,LATE_EVENING,Wollaston,18,139,342,822
Red Line,SB,day_type_01,Weekday,NIGHT,Alewife,19,0,19,823
Red Line,SB,day_type_01,Weekday,NIGHT,Andrew,25,44,410,824
Red Line,SB,day_type_01,Weekday,NIGHT,Ashmont,0,96,0,825
Red Line,SB,day_type_01,Weekday,NIGHT,Braintree,0,53,0,826
Red Line,SB,day_type_01,Weekday,NIGHT,Broadway,12,28,368,827
Red Line,SB,day_type_01,Weekday,NIGHT,Central,44,20,176,828
Red Line,SB,day_type_01,Weekday,NIGHT,Charles/MGH,16,14,213,829
Red Line,SB,day_type_01,Weekday,NIGHT,Davis,18,1,36,830
Red Line,SB,day_type_01,Weekday,NIGHT,Downtown Crossing,95,55,338,831
Red Line,SB,day_type_01,Weekday,NIGHT,Fields Corner,3,110,135,832
Red Line,SB,day_type_01,Weekday,NIGHT,Harvard,78,8,133,833
Red Line,SB,day_type_01,Weekday,NIGHT,JFK/UMass,23,76,398,834
Red Line,SB,day_type_01,Weekday,NIGHT,Kendall/MIT,31,16,209,835
Red Line,SB,day_type_01,Weekday,NIGHT,North Quincy,6,47,173,836
Red Line,SB,day_type_01,Weekday,NIGHT,Park Street,134,76,278,837
Red Line,SB,day_type_01,Weekday,NIGHT,Porter,21,3,58,838
Red Line,SB,day_type_01,Weekday,NIGHT,Quincy Adams,0,45,48,839
Red Line,SB,day_type_01,Weekday,NIGHT,Quincy Center,2,61,87,840
Red Line,SB,day_type_01,Weekday,NIGHT,Savin Hill,2,30,206,841
Red Line,SB,day_type_01,Weekday,NIGHT,Shawmut,0,47,91,842
Red Line,SB,day_type_01,Weekday,NIGHT,South Station,73,76,354,843
Red Line,SB,day_type_01,Weekday,NIGHT,Wollaston,5,49,138,844
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Alewife,2805,0,2805,845
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Andrew,707,1370,8738,846
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Ashmont,0,1708,0,847
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Braintree,0,766,0,848
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Broadway,424,1365,9400,849
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Central,3504,1916,15665,850
Red Line,SB,day_type_01,Weekday,AM_PEAK,Harvard,1094,418,4579,851
Red Line,NB,day_type_01,Weekday,NIGHT,South Station,84,26,208,852
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Broadway,3,21,61,853
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Charles/MGH,915,1479,16101,854
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Downtown Crossing,1064,1577,3678,855
Red Line,NB,day_type_01,Weekday,EVENING,Park Street,1673,860,3820,856
Red Line,SB,day_type_01,Weekday,MIDDAY_SCHOOL,Quincy Adams,4,218,273,857
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Davis,3046,218,5628,858
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Downtown Crossing,4170,4355,13854,859
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Fields Corner,210,1391,2320,860
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Harvard,7614,1537,14107,861
Red Line,SB,day_type_02,Saturday,OFF_PEAK,JFK/UMass,536,1779,7494,862
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Kendall/MIT,2470,1499,16665,863
Red Line,SB,day_type_02,Saturday,OFF_PEAK,North Quincy,363,858,3456,864
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Park Street,5689,7745,14044,865
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Porter,2667,269,8031,866
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Quincy Adams,24,643,766,867
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Quincy Center,90,1547,1386,868
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Savin Hill,91,575,3501,869
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Shawmut,16,628,1708,870
Red Line,SB,day_type_02,Saturday,OFF_PEAK,South Station,2053,5563,10342,871
Red Line,SB,day_type_02,Saturday,OFF_PEAK,Wollaston,249,862,2843,872
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Alewife,2308,0,2308,873
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Andrew,518,1167,6954,874
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Ashmont,0,1406,0,875
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Braintree,0,522,0,876
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Broadway,322,1101,7604,877
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Central,2664,1498,11859,878
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Charles/MGH,838,1262,12192,879
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Davis,2039,148,4199,880
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Downtown Crossing,3185,3190,10530,881
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Fields Corner,155,1179,1873,882
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Harvard,5916,1302,10694,883
Red Line,SB,day_type_03,Sunday,OFF_PEAK,JFK/UMass,498,1699,5752,884
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Kendall/MIT,2017,1225,12651,885
Red Line,SB,day_type_03,Sunday,OFF_PEAK,North Quincy,236,660,2381,886
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Park Street,4323,6011,10538,887
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Porter,2109,227,6080,888
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Quincy Adams,14,411,522,889
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Quincy Center,76,1092,919,890
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Savin Hill,65,480,2898,891
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Shawmut,35,503,1406,892
Red Line,SB,day_type_03,Sunday,OFF_PEAK,South Station,1831,3975,8383,893
Red Line,SB,day_type_03,Sunday,OFF_PEAK,Wollaston,193,638,1936,894
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Allston Street,16,1,73,895
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Amory Street,3,1,82,896
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Arlington,14,19,165,897
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Babcock Street,4,1,92,898
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Back of the Hill,1,0,3,899
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Ball Square,0,0,0,900
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Beaconsfield,4,0,47,901
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Blandford Street,2,1,80,902
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Boston College,3,0,3,903
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Boston University Central,2,0,80,904
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Boston University East,3,0,80,905
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Boylston,8,20,144,906
Red Line,SB,day_type_01,Weekday,AM_PEAK,JFK/UMass,137,626,837,907
Red Line,SB,day_type_01,Weekday,MIDDAY_SCHOOL,Quincy Center,30,458,482,908
Red Line,NB,day_type_01,Weekday,EVENING,Porter,80,1030,2348,909
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Fields Corner,416,136,1251,910
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Central,53,20,214,911
Red Line,NB,day_type_01,Weekday,NIGHT,Wollaston,9,4,43,912
Red Line,NB,day_type_02,Saturday,OFF_PEAK,Alewife,0,3138,0,913
Red Line,SB,day_type_01,Weekday,AM_PEAK,Kendall/MIT,369,1016,3950,914
Red Line,NB,day_type_02,Saturday,OFF_PEAK,Andrew,1542,664,10056,915
Red Line,SB,day_type_01,Weekday,AM_PEAK,North Quincy,40,156,369,916
Red Line,NB,day_type_02,Saturday,OFF_PEAK,Ashmont,2335,0,2335,917
Red Line,SB,day_type_01,Weekday,AM_PEAK,Park Street,881,985,3126,918
Red Line,NB,day_type_02,Saturday,OFF_PEAK,Braintree,966,0,966,919
Red Line,SB,day_type_01,Weekday,AM_PEAK,Porter,1099,29,3931,920
Red Line,NB,day_type_02,Saturday,OFF_PEAK,Broadway,1255,478,10833,921
Red Line,SB,day_type_01,Weekday,AM_PEAK,Quincy Adams,4,91,87,922
Red Line,NB,day_type_02,Saturday,OFF_PEAK,Central,2008,4166,15316,923
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Charles/MGH,6,46,138,924
Red Line,SB,day_type_01,Weekday,AM_PEAK,Quincy Center,20,221,169,925
Red Line,NB,day_type_02,Saturday,OFF_PEAK,Charles/MGH,1623,1195,18815,926
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Davis,59,1,123,927
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Harvard,380,1448,2100,928
Red Line,SB,day_type_01,Weekday,AM_PEAK,Savin Hill,24,51,319,929
Red Line,NB,day_type_02,Saturday,OFF_PEAK,Davis,196,3570,3138,930
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Downtown Crossing,89,30,212,931
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,JFK/UMass,1040,279,3016,932
Red Line,NB,day_type_01,Weekday,EVENING,Quincy Adams,87,7,234,933
Red Line,SB,day_type_01,Weekday,AM_PEAK,Shawmut,10,63,238,934
Red Line,NB,day_type_02,Saturday,OFF_PEAK,Downtown Crossing,4892,4618,14869,935
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Fields Corner,0,0,0,936
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Harvard,73,13,194,937
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,JFK/UMass,0,0,1,938
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Kendall/MIT,30,26,191,939
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,North Quincy,0,0,0,940
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Park Street,90,37,178,941
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Porter,42,1,142,942
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Quincy Adams,0,0,0,943
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Quincy Center,0,0,0,944
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Savin Hill,0,0,0,945
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Shawmut,0,0,0,946
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,South Station,14,80,99,947
Red Line,SB,day_type_01,Weekday,VERY_EARLY_MORNING,Wollaston,0,0,0,948
Red Line,SB,day_type_01,Weekday,EARLY_AM,Alewife,296,0,296,949
Red Line,SB,day_type_01,Weekday,EARLY_AM,Andrew,48,97,396,950
Red Line,SB,day_type_01,Weekday,EARLY_AM,Ashmont,0,79,0,951
Red Line,SB,day_type_01,Weekday,EARLY_AM,Braintree,0,18,0,952
Red Line,SB,day_type_01,Weekday,EARLY_AM,Broadway,23,94,421,953
Red Line,SB,day_type_01,Weekday,EARLY_AM,Central,124,51,630,954
Red Line,SB,day_type_01,Weekday,EARLY_AM,Charles/MGH,19,204,437,955
Red Line,SB,day_type_01,Weekday,EARLY_AM,Davis,174,4,470,956
Red Line,SB,day_type_01,Weekday,EARLY_AM,Downtown Crossing,283,97,698,957
Red Line,SB,day_type_01,Weekday,EARLY_AM,Fields Corner,17,31,91,958
Red Line,SB,day_type_01,Weekday,EARLY_AM,Harvard,197,41,706,959
Red Line,SB,day_type_01,Weekday,EARLY_AM,JFK/UMass,55,91,333,960
Red Line,SB,day_type_01,Weekday,EARLY_AM,Kendall/MIT,61,79,630,961
Red Line,SB,day_type_01,Weekday,EARLY_AM,North Quincy,9,43,133,962
Red Line,SB,day_type_01,Weekday,EARLY_AM,Park Street,243,113,507,963
Red Line,SB,day_type_01,Weekday,EARLY_AM,Porter,161,6,571,964
Red Line,SB,day_type_01,Weekday,MIDDAY_SCHOOL,Savin Hill,36,171,1155,965
Red Line,SB,day_type_01,Weekday,EARLY_AM,Quincy Adams,1,35,28,966
Red Line,SB,day_type_01,Weekday,EARLY_AM,Quincy Center,8,60,71,967
Red Line,SB,day_type_01,Weekday,EARLY_AM,Savin Hill,10,12,118,968
Red Line,SB,day_type_01,Weekday,EARLY_AM,Shawmut,4,9,83,969
Red Line,SB,day_type_01,Weekday,EARLY_AM,South Station,88,282,531,970
Red Line,SB,day_type_01,Weekday,EARLY_AM,Wollaston,14,11,132,971
Red Line,SB,day_type_01,Weekday,AM_PEAK,Alewife,1643,0,1643,972
Red Line,SB,day_type_01,Weekday,AM_PEAK,Andrew,87,147,1325,973
Red Line,SB,day_type_01,Weekday,AM_PEAK,Ashmont,0,240,0,974
Red Line,SB,day_type_01,Weekday,AM_PEAK,Braintree,0,92,0,975
Red Line,SB,day_type_01,Weekday,AM_PEAK,Broadway,81,274,1426,976
Red Line,SB,day_type_01,Weekday,AM_PEAK,Central,814,495,4716,977
Red Line,SB,day_type_01,Weekday,AM_PEAK,Charles/MGH,120,687,3286,978
Red Line,SB,day_type_01,Weekday,AM_PEAK,Davis,1337,15,2963,979
Red Line,SB,day_type_01,Weekday,AM_PEAK,Downtown Crossing,941,874,3146,980
Red Line,SB,day_type_01,Weekday,AM_PEAK,Fields Corner,75,98,294,981
Red Line,SB,day_type_01,Weekday,AM_PEAK,South Station,250,1699,1619,982
Red Line,SB,day_type_01,Weekday,AM_PEAK,Wollaston,44,44,367,983
Red Line,SB,day_type_01,Weekday,MIDDAY_BASE,Alewife,1157,0,1157,984
Red Line,SB,day_type_01,Weekday,MIDDAY_BASE,Andrew,222,348,2914,985
Red Line,SB,day_type_01,Weekday,MIDDAY_BASE,Ashmont,0,523,0,986
Red Line,SB,day_type_01,Weekday,MIDDAY_BASE,Braintree,0,219,0,987
Red Line,SB,day_type_01,Weekday,MIDDAY_BASE,Broadway,153,391,3071,988
Red Line,SB,day_type_01,Weekday,MIDDAY_SCHOOL,Shawmut,15,207,632,989
Red Line,SB,day_type_01,Weekday,MIDDAY_BASE,Central,1077,635,5310,990
Red Line,SB,day_type_01,Weekday,MIDDAY_SCHOOL,South Station,715,1551,3592,991
Red Line,SB,day_type_01,Weekday,MIDDAY_BASE,Charles/MGH,347,692,4540,992
Red Line,SB,day_type_01,Weekday,MIDDAY_SCHOOL,Wollaston,52,307,947,993
Red Line,SB,day_type_01,Weekday,MIDDAY_BASE,Davis,1100,44,2226,994
Red Line,SB,day_type_01,Weekday,PM_PEAK,Alewife,844,0,844,995
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Kendall/MIT,578,689,3618,996
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,North Quincy,271,70,1019,997
Red Line,NB,day_type_01,Weekday,EVENING,Quincy Center,293,21,510,998
Red Line,SB,day_type_01,Weekday,MIDDAY_BASE,Downtown Crossing,1603,1349,4707,999
Red Line,NB,day_type_01,Weekday,MIDDAY_SCHOOL,Park Street,1334,1240,3662,1000
Red Line,SB,day_type_01,Weekday,PM_PEAK,Andrew,283,738,6106,1001
Red Line,NB,day_type_02,Saturday,OFF_PEAK,Fields Corner,1287,289,3872,1002
