route_name,dir_id,day_type_id,day_type_name,time_period_name,stop_name,average_ons,average_offs,average_flow,ObjectId
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Brigham Circle,103,5,302,1341
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Brookline Hills,37,4,426,1342
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Brookline Village,57,22,454,1343
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Chestnut Hill,47,3,349,1344
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Chestnut Hill Avenue,49,4,145,1345
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Chiswick Road,59,1,201,1346
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Cleveland Circle,29,0,29,1347
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Coolidge Corner,125,23,344,1348
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Copley,845,497,3734,1349
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Dean Road,21,1,81,1350
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,East Somerville,3,19,184,1351
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Eliot,24,1,231,1352
Green Line,EB,day_type_01,Weekday,EARLY_AM,Mission Park,9,0,28,1353
Green Line,EB,day_type_01,Weekday,AM_PEAK,Eliot,74,2,427,1354
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Brookline Hills,3,0,46,1355
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Back of the Hill,37,0,76,1356
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Englewood Avenue,31,0,60,1357
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Fairbanks Street,23,1,199,1358
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Fenway,49,14,500,1359
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Fenwood Road,44,6,209,1360
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Gilman Square,9,62,132,1361
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Government Center,304,1852,1649,1362
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Griggs Street,66,8,568,1363
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Hawes Street,12,3,409,1364
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Ball Square,3,37,100,1365
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Beaconsfield,65,5,707,1366
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Blandford Street,31,53,1705,1367
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Boston College,78,0,78,1368
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Boston University Central,46,54,1673,1369
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Boston University East,36,47,1684,1370
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Boylston,182,728,4273,1371
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Brandon Hall,40,2,439,1372
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Brigham Circle,103,5,339,1373
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Brookline Hills,64,6,764,1374
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Brookline Village,90,33,838,1375
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Chestnut Hill,56,6,569,1376
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Chestnut Hill Avenue,81,3,194,1377
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Chiswick Road,127,2,321,1378
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Cleveland Circle,53,0,53,1379
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Coolidge Corner,199,41,676,1380
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Haymarket,43,556,1122,1381
Green Line,EB,day_type_01,Weekday,AM_PEAK,Englewood Avenue,128,0,193,1382
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Copley,632,788,4725,1383
Green Line,EB,day_type_01,Weekday,EARLY_AM,Museum of Fine Arts,7,1,59,1384
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Heath Street,43,0,43,1385
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Dean Road,39,1,157,1386
Green Line,EB,day_type_01,Weekday,EARLY_AM,Newton Centre,22,1,139,1387
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Hynes Convention Center,911,383,2666,1388
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,East Somerville,4,24,218,1389
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Brookline Village,7,1,48,1390
Green Line,EB,day_type_01,Weekday,AM_PEAK,Fairbanks Street,89,1,624,1391
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Eliot,42,1,381,1392
Green Line,EB,day_type_01,Weekday,AM_PEAK,Fenway,33,25,826,1393
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Chestnut Hill,5,0,46,1394
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Englewood Avenue,66,0,117,1395
Green Line,EB,day_type_01,Weekday,EARLY_AM,Newton Highlands,17,0,127,1396
Green Line,EB,day_type_01,Weekday,AM_PEAK,Fenwood Road,37,8,226,1397
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Chestnut Hill Avenue,5,0,14,1398
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Kenmore,620,253,2166,1399
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Fairbanks Street,53,1,401,1400
Green Line,EB,day_type_01,Weekday,AM_PEAK,Gilman Square,6,24,67,1401
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Fenway,57,28,886,1402
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Chiswick Road,9,0,22,1403
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Kent Street,19,2,401,1404
Green Line,EB,day_type_01,Weekday,EARLY_AM,Northeastern University,13,2,68,1405
Green Line,EB,day_type_01,Weekday,EARLY_AM,North Station,31,134,71,1406
Green Line,EB,day_type_01,Weekday,EARLY_AM,Packard's Corner,26,3,264,1407
Green Line,EB,day_type_01,Weekday,EARLY_AM,Park Street,166,213,360,1408
Green Line,EB,day_type_01,Weekday,EARLY_AM,Prudential,17,4,92,1409
Green Line,EB,day_type_01,Weekday,EARLY_AM,Reservoir,26,2,158,1410
Green Line,EB,day_type_01,Weekday,EARLY_AM,Riverside,79,0,79,1411
Green Line,EB,day_type_01,Weekday,EARLY_AM,Riverway,8,0,20,1412
Green Line,EB,day_type_01,Weekday,EARLY_AM,Saint Mary's Street,11,2,158,1413
Green Line,EB,day_type_01,Weekday,EARLY_AM,Saint Paul Street,15,0,145,1414
Green Line,EB,day_type_01,Weekday,EARLY_AM,Science Park/West End,4,15,58,1415
Green Line,EB,day_type_01,Weekday,EARLY_AM,South Street,12,0,19,1416
Green Line,EB,day_type_01,Weekday,EARLY_AM,Summit Avenue,19,1,112,1417
Green Line,EB,day_type_01,Weekday,AM_PEAK,Government Center,314,1016,1054,1418
Green Line,EB,day_type_01,Weekday,EARLY_AM,Sutherland Road,30,0,85,1419
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Cleveland Circle,1,0,1,1420
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Fenwood Road,43,6,239,1421
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Lechmere,43,78,278,1422
Green Line,EB,day_type_01,Weekday,EARLY_AM,Symphony,17,3,81,1423
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Longwood,35,16,468,1424
Green Line,EB,day_type_01,Weekday,EARLY_AM,Tappan Street,21,0,56,1425
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Gilman Square,12,66,163,1426
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Longwood Medical Area,81,14,361,1427
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Coolidge Corner,9,1,36,1428
Green Line,EB,day_type_01,Weekday,EARLY_AM,Union Square,0,11,0,1429
Green Line,EB,day_type_01,Weekday,AM_PEAK,Griggs Street,194,2,1353,1430
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Government Center,428,1850,1963,1431
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Magoun Square,1,34,100,1432
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Copley,30,23,184,1433
Green Line,EB,day_type_01,Weekday,EARLY_AM,Waban,8,0,97,1434
Green Line,EB,day_type_01,Weekday,AM_PEAK,Harvard Avenue,263,81,1516,1435
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Griggs Street,157,12,1143,1436
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Medford/Tufts,0,66,0,1437
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Dean Road,3,0,9,1438
Green Line,EB,day_type_01,Weekday,EARLY_AM,Warren Street,37,1,164,1439
Green Line,EB,day_type_01,Weekday,AM_PEAK,Hawes Street,29,7,1203,1440
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Harvard Avenue,303,96,1369,1441
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Mission Park,50,2,173,1442
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,East Somerville,0,0,0,1443
Green Line,EB,day_type_01,Weekday,EARLY_AM,Washington Square,26,0,79,1444
Green Line,EB,day_type_01,Weekday,AM_PEAK,Haymarket,21,284,786,1445
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Hawes Street,23,5,848,1446
Green Line,EB,day_type_01,Weekday,AM_PEAK,Heath Street,45,0,45,1447
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Haymarket,55,630,1383,1448
Green Line,EB,day_type_01,Weekday,AM_PEAK,Hynes Convention Center,463,604,3308,1449
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Heath Street,40,0,40,1450
Green Line,EB,day_type_01,Weekday,AM_PEAK,Kenmore,474,406,3513,1451
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Hynes Convention Center,842,775,3936,1452
Green Line,EB,day_type_01,Weekday,AM_PEAK,Kent Street,43,6,1187,1453
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Kenmore,732,477,3802,1454
Green Line,EB,day_type_01,Weekday,AM_PEAK,Lechmere,11,65,140,1455
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Kent Street,36,4,825,1456
Green Line,EB,day_type_01,Weekday,AM_PEAK,Longwood,32,66,836,1457
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Lechmere,43,109,325,1458
Green Line,EB,day_type_01,Weekday,AM_PEAK,Longwood Medical Area,41,9,306,1459
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Longwood,39,43,845,1460
Green Line,EB,day_type_01,Weekday,AM_PEAK,Magoun Square,3,12,56,1461
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Longwood Medical Area,97,12,424,1462
Green Line,EB,day_type_01,Weekday,AM_PEAK,Medford/Tufts,0,46,0,1463
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Magoun Square,7,38,134,1464
Green Line,EB,day_type_01,Weekday,AM_PEAK,Mission Park,56,1,199,1465
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Medford/Tufts,0,99,0,1466
Green Line,EB,day_type_01,Weekday,AM_PEAK,Museum of Fine Arts,30,6,328,1467
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Mission Park,64,2,200,1468
Green Line,EB,day_type_01,Weekday,AM_PEAK,Newton Centre,88,5,580,1469
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Museum of Fine Arts,58,8,474,1470
Green Line,EB,day_type_01,Weekday,AM_PEAK,Newton Highlands,79,3,499,1471
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Newton Centre,69,6,507,1472
Green Line,EB,day_type_01,Weekday,AM_PEAK,Northeastern University,38,18,346,1473
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Newton Highlands,56,3,439,1474
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Northeastern University,66,29,509,1475
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Museum of Fine Arts,63,8,416,1476
Green Line,EB,day_type_01,Weekday,EARLY_AM,Washington Street,48,3,129,1477
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Eliot,6,0,40,1478
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,North Station,132,1034,487,1479
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Englewood Avenue,6,0,7,1480
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Packard's Corner,181,46,1529,1481
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Fairbanks Street,2,0,24,1482
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Park Street,1347,2260,3390,1483
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Fenway,3,1,38,1484
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Fenwood Road,2,0,8,1485
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Gilman Square,0,0,0,1486
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Government Center,28,74,65,1487
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Griggs Street,11,0,81,1488
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Harvard Avenue,17,5,93,1489
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Hawes Street,2,0,37,1490
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Haymarket,2,21,37,1491
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Heath Street,2,0,2,1492
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Hynes Convention Center,38,21,171,1493
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Kenmore,31,15,166,1494
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Kent Street,3,0,36,1495
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Lechmere,0,3,3,1496
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Longwood,1,4,40,1497
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Longwood Medical Area,3,0,12,1498
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Magoun Square,0,0,0,1499
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Medford/Tufts,0,0,0,1500
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Mission Park,3,0,7,1501
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Museum of Fine Arts,2,0,12,1502
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Newton Centre,6,0,46,1503
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Newton Highlands,4,0,41,1504
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Northeastern University,4,0,14,1505
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,North Station,5,28,10,1506
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Packard's Corner,7,1,96,1507
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Park Street,44,65,117,1508
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Prudential,5,1,20,1509
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Reservoir,6,1,45,1510
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Riverside,35,0,35,1511
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Riverway,1,0,5,1512
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Saint Mary's Street,4,0,40,1513
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Saint Paul Street,3,0,34,1514
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Science Park/West End,0,2,6,1515
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,South Street,6,0,9,1516
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Summit Avenue,4,0,29,1517
Green Line,EB,day_type_01,Weekday,VERY_EARLY_MORNING,Sutherland Road,11,0,33,1518
Green Line,EB,day_type_01,Weekday,EARLY_AM,Woodland,16,0,94,1519
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Newton Centre,50,4,308,1520
Green Line,EB,day_type_01,Weekday,AM_PEAK,North Station,89,612,256,1521
Green Line,EB,day_type_01,Weekday,AM_PEAK,Allston Street,235,10,1156,1522
Green Line,EB,day_type_01,Weekday,AM_PEAK,Amory Street,18,22,1565,1523
Green Line,EB,day_type_01,Weekday,AM_PEAK,Arlington,191,371,3193,1524
Green Line,EB,day_type_01,Weekday,AM_PEAK,Babcock Street,32,27,1572,1525
Green Line,EB,day_type_01,Weekday,AM_PEAK,Back of the Hill,32,0,76,1526
Green Line,EB,day_type_01,Weekday,AM_PEAK,Ball Square,0,10,46,1527
Green Line,EB,day_type_01,Weekday,AM_PEAK,Beaconsfield,85,3,783,1528
Green Line,EB,day_type_01,Weekday,AM_PEAK,Blandford Street,19,37,1444,1529
Green Line,EB,day_type_01,Weekday,AM_PEAK,Boston College,53,0,53,1530
Green Line,EB,day_type_01,Weekday,AM_PEAK,Boston University Central,12,44,1510,1531
Green Line,EB,day_type_01,Weekday,AM_PEAK,Boston University East,29,32,1483,1532
Green Line,EB,day_type_01,Weekday,AM_PEAK,Boylston,64,491,2711,1533
Green Line,EB,day_type_01,Weekday,AM_PEAK,Packard's Corner,141,42,1596,1534
Green Line,EB,day_type_01,Weekday,AM_PEAK,Brandon Hall,83,1,705,1535
Green Line,EB,day_type_01,Weekday,AM_PEAK,Park Street,675,1593,1758,1536
Green Line,EB,day_type_01,Weekday,AM_PEAK,Brigham Circle,56,4,275,1537
Green Line,EB,day_type_01,Weekday,AM_PEAK,Prudential,117,22,524,1538
Green Line,EB,day_type_01,Weekday,AM_PEAK,Brookline Hills,69,5,840,1539
Green Line,EB,day_type_01,Weekday,AM_PEAK,Reservoir,90,17,700,1540
Green Line,EB,day_type_01,Weekday,AM_PEAK,Brookline Village,79,30,882,1541
Green Line,EB,day_type_01,Weekday,AM_PEAK,Riverside,268,0,268,1542
Green Line,EB,day_type_01,Weekday,AM_PEAK,Chestnut Hill,59,9,628,1543
Green Line,EB,day_type_01,Weekday,AM_PEAK,Riverway,71,2,144,1544
Green Line,EB,day_type_01,Weekday,AM_PEAK,Chestnut Hill Avenue,111,2,237,1545
Green Line,EB,day_type_01,Weekday,AM_PEAK,Saint Mary's Street,70,59,1200,1546
Green Line,EB,day_type_01,Weekday,AM_PEAK,Chiswick Road,153,2,386,1547
Green Line,EB,day_type_01,Weekday,AM_PEAK,Saint Paul Street,146,4,1162,1548
Green Line,EB,day_type_01,Weekday,AM_PEAK,Cleveland Circle,65,0,65,1549
Green Line,EB,day_type_01,Weekday,AM_PEAK,Science Park/West End,15,71,197,1550
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Newton Highlands,37,2,260,1551
Green Line,EB,day_type_01,Weekday,AM_PEAK,Coolidge Corner,237,35,1025,1552
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Northeastern University,58,29,440,1553
Green Line,EB,day_type_01,Weekday,AM_PEAK,Copley,247,579,3433,1554
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,North Station,88,841,365,1555
Green Line,EB,day_type_01,Weekday,AM_PEAK,South Street,76,0,129,1556
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Packard's Corner,84,22,735,1557
Green Line,EB,day_type_01,Weekday,AM_PEAK,Summit Avenue,139,8,831,1558
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Park Street,1248,1663,3223,1559
Green Line,EB,day_type_01,Weekday,AM_PEAK,Sutherland Road,207,0,591,1560
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Prudential,271,38,766,1561
Green Line,EB,day_type_01,Weekday,AM_PEAK,Symphony,105,18,432,1562
Green Line,EB,day_type_01,Weekday,AM_PEAK,Tappan Street,120,1,379,1563
Green Line,EB,day_type_01,Weekday,AM_PEAK,Union Square,0,44,0,1564
Green Line,EB,day_type_01,Weekday,AM_PEAK,Waban,47,3,350,1565
Green Line,EB,day_type_01,Weekday,AM_PEAK,Warren Street,207,13,942,1566
Green Line,EB,day_type_01,Weekday,AM_PEAK,Washington Square,168,5,539,1567
Green Line,EB,day_type_01,Weekday,AM_PEAK,Washington Street,199,22,760,1568
Green Line,EB,day_type_01,Weekday,AM_PEAK,Woodland,44,0,305,1569
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Allston Street,185,13,997,1570
Green Line,EB,day_type_01,Weekday,MIDDAY_BASE,Amory Street,78,32,1672,1571
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Reservoir,48,17,376,1572
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Riverside,169,0,169,1573
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Riverway,53,3,126,1574
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Saint Mary's Street,40,15,430,1575
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Saint Paul Street,44,2,385,1576
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Science Park/West End,31,68,320,1577
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,South Street,20,0,100,1578
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Summit Avenue,31,4,243,1579
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Sutherland Road,64,6,258,1580
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Symphony,118,25,537,1581
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Tappan Street,44,1,124,1582
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Union Square,0,74,0,1583
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Waban,21,3,212,1584
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Warren Street,102,10,440,1585
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Washington Square,55,2,176,1586
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Washington Street,103,12,346,1587
Green Line,EB,day_type_01,Weekday,MIDDAY_SCHOOL,Woodland,31,0,197,1588
Green Line,EB,day_type_01,Weekday,PM_PEAK,Allston Street,100,16,650,1589
Green Line,EB,day_type_01,Weekday,PM_PEAK,Amory Street,101,16,1062,1590
Green Line,EB,day_type_01,Weekday,PM_PEAK,Arlington,994,479,6614,1591
Green Line,EB,day_type_01,Weekday,PM_PEAK,Babcock Street,87,22,977,1592
Green Line,EB,day_type_01,Weekday,PM_PEAK,Back of the Hill,42,1,88,1593
Green Line,EB,day_type_01,Weekday,PM_PEAK,Ball Square,2,89,152,1594
Green Line,EB,day_type_01,Weekday,PM_PEAK,Beaconsfield,40,7,671,1595
Green Line,EB,day_type_01,Weekday,PM_PEAK,Blandford Street,60,21,1229,1596
Green Line,EB,day_type_01,Weekday,PM_PEAK,Boston College,144,0,144,1597
Green Line,EB,day_type_01,Weekday,PM_PEAK,Boston University Central,103,23,1141,1598
Green Line,EB,day_type_01,Weekday,PM_PEAK,Boston University East,76,22,1198,1599
Green Line,EB,day_type_01,Weekday,PM_PEAK,Boylston,298,668,6236,1600
Green Line,EB,day_type_01,Weekday,NIGHT,Prudential,12,1,28,1601
Green Line,EB,day_type_01,Weekday,NIGHT,Reservoir,0,0,9,1602
Green Line,EB,day_type_01,Weekday,NIGHT,Riverside,7,0,7,1603
Green Line,EB,day_type_01,Weekday,NIGHT,Riverway,0,0,0,1604
Green Line,EB,day_type_01,Weekday,NIGHT,Saint Mary's Street,1,0,6,1605
Green Line,EB,day_type_01,Weekday,NIGHT,Saint Paul Street,1,0,4,1606
Green Line,EB,day_type_01,Weekday,NIGHT,Science Park/West End,3,3,44,1607
Green Line,EB,day_type_01,Weekday,NIGHT,South Street,0,0,1,1608
Green Line,EB,day_type_01,Weekday,NIGHT,Summit Avenue,0,0,2,1609
Green Line,EB,day_type_01,Weekday,NIGHT,Sutherland Road,0,0,1,1610
Green Line,EB,day_type_01,Weekday,NIGHT,Symphony,9,1,17,1611
Green Line,EB,day_type_01,Weekday,NIGHT,Tappan Street,0,0,1,1612
Green Line,EB,day_type_01,Weekday,NIGHT,Union Square,0,11,0,1613
Green Line,EB,day_type_01,Weekday,NIGHT,Waban,0,0,7,1614
Green Line,EB,day_type_01,Weekday,NIGHT,Warren Street,0,0,3,1615
Green Line,EB,day_type_01,Weekday,NIGHT,Washington Square,1,0,1,1616
Green Line,EB,day_type_01,Weekday,NIGHT,Washington Street,1,0,2,1617
Green Line,EB,day_type_01,Weekday,LATE_EVENING,Dean Road,1,0,6,1618
Green Line,EB,day_type_01,Weekday,NIGHT,Woodland,0,0,7,1619
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Allston Street,315,33,1865,1620
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Amory Street,161,36,2952,1621
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Arlington,2784,1625,21439,1622
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Babcock Street,236,66,2828,1623
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Back of the Hill,56,0,110,1624
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Ball Square,2,167,244,1625
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Beaconsfield,108,9,1818,1626
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Blandford Street,65,54,3067,1627
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Boston College,217,0,217,1628
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Boston University Central,91,57,2985,1629
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Boston University East,86,17,3052,1630
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Boylston,1046,2592,19909,1631
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Brandon Hall,76,1,871,1632
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Brigham Circle,141,4,499,1633
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Brookline Hills,111,11,1908,1634
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Brookline Village,189,64,2032,1635
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Chestnut Hill,135,21,1622,1636
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Chestnut Hill Avenue,199,5,522,1637
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Chiswick Road,227,1,747,1638
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Cleveland Circle,99,0,99,1639
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Coolidge Corner,502,106,1390,1640
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Copley,4438,2183,20241,1641
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Dean Road,100,2,323,1642
Green Line,EB,day_type_02,Saturday,OFF_PEAK,East Somerville,7,136,892,1643
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Eliot,85,5,1256,1644
Green Line,EB,day_type_02,Saturday,OFF_PEAK,Englewood Avenue,128,0,226,1645
